"X","gene_id","gene_name","gene_start","gene_end","gene_strand","gene_length","gene_description","tf_family","number_figure","T0.T360","T20.T360","T50.T360","T90.T360","T120.T360","T260.T360","Bd"
"BD_RS08840","BD_RS08840","era",1854953,1855864,"+",912,"GTPase Era && PF07650:KH domain|PF01926:50S ribosome-binding GTPase","-",8,-0.596336419142446,5.79169660088081,4.5401367086716,3.40691964726017,2.90502707756191,1.40843625416442,"Bd1942"
"BD_RS08830","BD_RS08830","mtaB",1852907,1854250,"+",1344,"tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB && PF04055:Radical SAM superfamily|PF00919:Uncharacterized protein family UPF0004","Radical_SAM",8,0.462222954025558,5.42737519833671,4.24686349578535,3.23727068962686,2.55118908884678,1.11905379652618,"Bd1940"
"BD_RS08825","BD_RS08825","mnmA",1851840,1852922,"+",1083,"tRNA 2-thiouridine(34) synthase MnmA && PF03054:tRNA methyl transferase","-",8,0.542833501092726,5.60018849366713,4.32506795223013,3.22214902237547,2.7401355449659,1.22151040049391,"Bd1939"
"BD_RS08665","BD_RS08665","BD_RS08665",1823739,1824215,"-",477,"hypothetical protein && -","-",8,-2.37805819665419,5.72817614407873,5.36608548174077,3.74158782575941,1.89314683437294,2.55842323397514,"Bd1904"
"BD_RS08570","BD_RS08570","BD_RS08570",1806427,1807230,"-",804,"TIGR02147 family protein && PF14394:Domain of unknown function (DUF4423)","-",8,0.345894796402777,5.87826958521719,5.3307436503892,4.22366062193911,2.86882427424607,1.30434915008216,"Bd1885"
"BD_RS08260","BD_RS08260","BD_RS08260",1740124,1741083,"-",960,"formimidoylglutamase && PF00491:Arginase family","-",8,-0.932957958662797,1.84618242880196,4.22979282333107,4.69119208994294,4.25067396985683,2.20277154605754,"Bd1812"
"BD_RS08235","BD_RS08235","htpG",1733417,1735294,"-",1878,"molecular chaperone HtpG && PF00183:Hsp90 protein|PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","HATPase_c",8,0.778127745528064,1.63706944871213,4.18830422255069,4.49538165119424,3.56698205777349,2.01851517111215,"Bd1806"
"BD_RS07440","BD_RS07440","BD_RS07440",1570084,1571211,"-",1128,"helix-turn-helix domain-containing protein && PF00486:Transcriptional regulatory protein, C terminal","Trans_reg_C",8,0.565748672067264,5.95489360194957,5.08751148929528,3.9343472442341,2.813937155183,1.70028897133935,"Bd1634"
"BD_RS07435","BD_RS07435","BD_RS07435",1569674,1570087,"-",414,"hypothetical protein && -","-",8,0.203053068334045,6.41738945923031,5.53212832135717,4.26992507287184,3.11376066814756,1.75857925505095,"Bd1633"
"BD_RS07430","BD_RS07430","BD_RS07430",1568910,1569665,"-",756,"TrmH family RNA methyltransferase && PF00588:SpoU rRNA Methylase family","SpoU_methylase",8,0.116845518344229,5.6272409530335,4.86391943064563,3.74614480662717,2.58033077212328,1.4215550654706,"Bd1632"
"BD_RS07415","BD_RS07415","mvaD",1566251,1567231,"+",981,"diphosphomevalonate decarboxylase && -","-",8,0.685508816814188,3.49566730643888,3.74639928816435,3.72386441338671,3.08495615604951,1.69647383264266,"Bd1629"
"BD_RS07410","BD_RS07410","BD_RS07410",1565355,1566254,"+",900,"hypothetical protein && -","-",8,1.13405128931769,3.30115118978619,3.53572444034289,3.52756922153939,2.88699925313502,1.4547911283952,"Bd1628"
"BD_RS07405","BD_RS07405","BD_RS07405",1564029,1565345,"+",1317,"hydroxymethylglutaryl-CoA reductase%2C degradative && PF00368:Hydroxymethylglutaryl-coenzyme A reductase","-",8,0.996484595855562,3.47702548121502,3.56348502872862,3.60772204529228,2.8917692431132,1.54338147003969,"Bd1627"
"BD_RS07400","BD_RS07400","fni",1562989,1564032,"+",1044,"type 2 isopentenyl-diphosphate Delta-isomerase && PF01070:FMN-dependent dehydrogenase","FMN_dh",8,0.978720764587152,3.83748580670521,3.80904674309032,3.58571121680298,2.70136294849586,1.65301759694672,"Bd1626"
"BD_RS07395","BD_RS07395","rplT",1562592,1562939,"+",348,"50S ribosomal protein L20 && PF00453:Ribosomal protein L20","-",8,-0.346401297476295,4.62334410643547,4.8560276914436,4.60645198384737,3.76946335992028,2.64981508201903,"Bd1625"
"BD_RS07390","BD_RS07390","rpmI",1562333,1562524,"+",192,"50S ribosomal protein L35 && PF01632:Ribosomal protein L35","-",8,-0.565505137874825,4.13848930830942,4.58141081428764,4.53179076086112,3.8375165090357,2.70708804617636,"Bd1624"
"BD_RS07195","BD_RS07195","BD_RS07195",1511895,1512326,"-",432,"single-stranded DNA-binding protein && PF00436:Single-strand binding protein family","-",8,-0.7938215439901,2.72173874232591,4.66577241384073,5.40576290358199,4.96989620572559,2.45281416337868,"Bd1582"
"BD_RS07165","BD_RS07165","BD_RS07165",1505379,1507130,"-",1752,"IucA/IucC family siderophore biosynthesis protein && PF06276:Ferric iron reductase FhuF-like transporter|PF04183:IucA / IucC family","-",8,0.237607177670851,2.83484052677534,2.84776830783575,3.79027281803738,2.49662554417604,1.79427979311406,"Bd1576"
"BD_RS07160","BD_RS07160","BD_RS07160",1504402,1505382,"-",981,"GNAT family N-acetyltransferase && PF13523:Acetyltransferase (GNAT) domain","-",8,0.856465953931543,3.26420664538901,3.3811911987561,3.98183638456421,2.57135644075965,2.04493526114679,"Bd1575"
"BD_RS07150","BD_RS07150","BD_RS07150",1501383,1502660,"-",1278,"lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein && PF13434:L-lysine 6-monooxygenase (NADPH-requiring)","-",8,0.453679552515602,5.32820145665188,4.35415195959589,4.19207207135803,2.72816379147002,2.18552700162327,"Bd1573"
"BD_RS07145","BD_RS07145","BD_RS07145",1499244,1501373,"-",2130,"TonB-dependent receptor && PF07715:TonB-dependent Receptor Plug Domain","-",8,0.436158729399627,4.60228834189721,3.78391997726526,3.66687252551441,2.345653168031,1.79393007426041,"Bd1572"
"BD_RS07130","BD_RS07130","rpoZ",1494075,1494314,"+",240,"DNA-directed RNA polymerase subunit omega && PF01192:RNA polymerase Rpb6","-",8,0.259707977749758,2.92056954149189,3.63818573088792,3.68948878456717,2.8534601950651,2.17355984563039,"Bd1569"
"BD_RS07125","BD_RS07125","gmk",1493482,1494039,"+",558,"guanylate kinase && PF00625:Guanylate kinase","-",8,-0.517383007174114,2.45066119791367,3.49161760535154,3.96452142215525,3.32934215966792,2.82504072757779,"Bd1568"
"BD_RS07060","BD_RS07060","dut",1479991,1480440,"+",450,"dUTP diphosphatase && PF00692:dUTPase","-",8,0.739776519435263,3.59261333452769,3.90585821060133,4.09634774460352,3.43838194717628,2.34537774682139,"Bd1553"
"BD_RS07055","BD_RS07055","BD_RS07055",1478703,1479971,"+",1269,"pitrilysin family protein && PF00675:Insulinase (Peptidase family M16)|PF05193:Peptidase M16 inactive domain","-",8,0.237757339421661,3.7524559089212,3.65248931907069,3.54212973151286,3.12416814181206,2.33432849332031,"Bd1552"
"BD_RS07050","BD_RS07050","pnp",1476606,1478699,"+",2094,"polyribonucleotide nucleotidyltransferase && PF03725:3' exoribonuclease family, domain 2|PF00575:S1 RNA binding domain|PF00013:KH domain|PF01138:3' exoribonuclease family, domain 1|PF03726:Polyribonucleotide nucleotidyltransferase, RNA binding domain","RNase_PH",8,-0.336016238557989,4.58134395799024,4.72532298852105,4.4882964486685,3.97383306834088,3.0896738428905,"Bd1551"
"BD_RS07045","BD_RS07045","rpsO",1476236,1476505,"+",270,"30S ribosomal protein S15 && PF00312:Ribosomal protein S15","-",8,0.422787505558716,4.55763129628393,4.83368155316774,4.55005009535325,3.85685135911629,2.66213364681114,"Bd1550"
"BD_RS07035","BD_RS07035","rbfA",1474785,1475189,"+",405,"30S ribosome-binding factor RbfA && PF02033:Ribosome-binding factor A","-",8,0.512959764460321,3.64653859344231,3.65036424976546,3.43693753579011,2.83721714286399,2.53300886847236,"Bd1548"
"BD_RS07025","BD_RS07025","nusA",1470368,1471756,"+",1389,"transcription termination factor NusA && PF13184:NusA-like KH domain|PF14520:Helix-hairpin-helix domain|PF08529:NusA N-terminal domain","-",8,-0.0054375135904429,4.07099453656711,4.09106293204468,3.74513115890245,3.22415886674739,2.91618073220967,"Bd1546"
"BD_RS07020","BD_RS07020","BD_RS07020",1469849,1470352,"+",504,"ribosome maturation factor RimP && PF02576:Putative ribosome maturation factor RimP","-",8,0.481777577933778,3.59719032503659,3.55894638332281,3.33874602453698,2.71452892286309,2.13009376627041,"Bd1545"
"BD_RS07005","BD_RS07005","BD_RS07005",1467188,1468384,"+",1197,"hypothetical protein && -","-",8,2.80693164459951,7.71268184191972,5.63305340587317,3.63627789112234,1.78345131198244,0.812731042426128,"Bd1542"
"BD_RS06820","BD_RS06820","BD_RS06820",1424812,1426224,"-",1413,"sigma-54 dependent transcriptional regulator && PF00158:Sigma-54 interaction domain|PF00072:Response regulator receiver domain","Sigma54_activat",8,0.655044434897752,6.37590694751754,5.42271171528252,4.49177628485881,3.67384289889633,2.34491338929352,"Bd1505"
"BD_RS06660","BD_RS06660","rpsT",1386752,1387015,"-",264,"30S ribosomal protein S20 && PF01649:Ribosomal protein S20","-",8,0.427761491762844,4.56403918857657,4.87855652355029,4.75623186071622,3.7109886616145,2.38207700272637,"Bd1467"
"BD_RS06545","BD_RS06545","BD_RS06545",1356925,1357233,"-",309,"hypothetical protein && -","-",8,1.02860282467005,5.48663488080605,3.40013635608784,4.13322720871146,3.32712596761112,1.863407003958,"Bd1442"
"BD_RS06345","BD_RS06345","BD_RS06345",1323702,1324052,"+",351,"RNA-binding protein && PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","RRM_1",8,0.800215901674158,5.29844999647968,4.9745022134151,4.61732489369489,3.84556120849984,2.42780017914285,"Bd1397"
"BD_RS06165","BD_RS06165","BD_RS06165",1282347,1283921,"-",1575,"L%2CD-transpeptidase family protein && PF03734:L,D-transpeptidase catalytic domain","-",8,-0.259903932790218,7.106391732242,4.69242779331042,2.67243075548554,0.667048895500015,0.449712734243546,"Bd1358"
"BD_RS06160","BD_RS06160","BD_RS06160",1282036,1282344,"-",309,"hypothetical protein && -","-",8,0.856387996117222,7.66900485360248,5.06716645787172,2.95758697952525,1.16644059542837,1.16136985054094,"Bd1357"
"BD_RS06075","BD_RS06075","ahcY",1265755,1267137,"+",1383,"adenosylhomocysteinase && PF05221:S-adenosyl-L-homocysteine hydrolase|PF00670:S-adenosyl-L-homocysteine hydrolase, NAD binding domain","-",8,0.281216459104878,3.36525287119464,3.31701676455056,3.26684128390867,2.99759541854285,2.63403043193416,"Bd1339"
"BD_RS05965","BD_RS05965","BD_RS05965",1243730,1244125,"-",396,"YchJ family metal-binding protein && -","-",8,0.28447110970705,1.44338345570476,4.42621425265647,4.39566675843031,3.91452240928261,2.29519127475016,"Bd1316"
"BD_RS05960","BD_RS05960","BD_RS05960",1243275,1243733,"-",459,"EVE domain-containing protein && PF01878:EVE domain","-",8,0.647985653851225,1.3991420275538,4.27121189574296,4.29419883106666,3.89884070067725,2.34325869587349,"Bd1315"
"BD_RS05925","BD_RS05925","BD_RS05925",1236361,1236879,"+",519,"hypothetical protein && -","-",8,0.323191950202381,4.50384743060402,4.46166484767795,3.93787750952826,2.87829771776167,1.85377034726675,"Bd1307"
"BD_RS05685","BD_RS05685","pruA",1186701,1189649,"-",2949,"L-glutamate gamma-semialdehyde dehydrogenase && PF01619:Proline dehydrogenase|PF00171:Aldehyde dehydrogenase family","Aldedh",8,-0.0644011437167543,3.09717013846542,3.59004337886202,3.30683816770791,2.87960699988966,1.15389100647838,"Bd1251"
"BD_RS05625","BD_RS05625","BD_RS05625",1172177,1172716,"+",540,"hypothetical protein && -","-",8,1.02990701909576,5.61341664409056,4.70894364368978,4.19961444672979,3.41749894433648,1.91484912749379,"Bd1235"
"BD_RS05575","BD_RS05575","BD_RS05575",1159706,1161148,"-",1443,"alpha-amylase family protein && PF02806:Alpha amylase, C-terminal all-beta domain|PF00128:Alpha amylase, catalytic domain","-",8,-0.122098381662892,3.39095712651881,3.16740771876668,3.08169516016067,2.60428553280847,0.528067067928409,"Bd1224"
"BD_RS05570","BD_RS05570","BD_RS05570",1158742,1159704,"-",963,"ROK family protein && PF00480:ROK family","ROK",8,-0.399955674073776,3.72953402432704,3.40999909047751,3.43832779097124,3.06400381692685,1.02679206554078,"Bd1223"
"BD_RS05565","BD_RS05565","BD_RS05565",1156963,1158672,"+",1710,"ABC transporter ATP-binding protein && PF08352:Oligopeptide/dipeptide transporter, C-terminal region|PF00005:ABC transporter","ABC_tran",8,-0.0716096002863303,3.70461635931753,3.74346440750662,3.37702185154378,2.59474259035334,1.17927835189294,"Bd1221"
"BD_RS05370","BD_RS05370","BD_RS05370",1117317,1118879,"-",1563,"hypothetical protein && -","-",8,0.383754290378852,7.26882739729033,4.97179079784396,3.92567721733517,2.16541965537954,1.11228651494652,"Bd1176"
"BD_RS05060","BD_RS05060","BD_RS05060",1038683,1039423,"+",741,"hypothetical protein && -","-",8,-0.403893455873972,3.71066876014063,4.64275479721012,5.08966118181649,4.82295005821678,2.57110727475865,"Bd1103"
"BD_RS05050","BD_RS05050","BD_RS05050",1036785,1037972,"+",1188,"class I SAM-dependent methyltransferase && PF01189:16S rRNA methyltransferase RsmF","-",8,0.202357313333786,3.91448471724769,3.49055653211023,2.98990321369707,2.03699863577391,2.75982821563564,"Bd1101"
"BD_RS05040","BD_RS05040","nrdR",1035424,1036008,"-",585,"transcriptional regulator NrdR && PF03477:ATP cone domain","-",8,0.0628531752495883,4.53322045520922,4.63316997762354,4.42873361673356,3.92443910049385,2.2153191963189,"Bd1098"
"BD_RS05035","BD_RS05035","nusB",1035078,1035485,"-",408,"transcription antitermination factor NusB && PF01029:NusB family","-",8,-1.45720575143401,3.93137362289932,4.38135466297561,4.39149995517085,3.83235818652311,2.98623460204292,"Bd1097"
"BD_RS05030","BD_RS05030","BD_RS05030",1034626,1035078,"-",453,"hypothetical protein && -","-",8,-0.222313542532913,4.08352065604331,4.45182302539472,4.43294879954129,3.82146238330048,3.0230832518548,"Bd1096"
"BD_RS04905","BD_RS04905","BD_RS04905",1011930,1013729,"+",1800,"30S ribosomal protein S1 && PF00575:S1 RNA binding domain","S1",8,-0.885730433856606,4.86806785337214,5.50633147306932,4.97816901758022,4.46831793829727,3.1583171373735,"Bd1066"
"BD_RS04885","BD_RS04885","cmk",1008028,1008681,"+",654,"(d)CMP kinase && PF02224:Cytidylate kinase","-",8,-0.477986597927824,2.12086698517256,4.0456375904601,4.95903975870816,4.70158242191858,2.26228777885354,"Bd1062"
"BD_RS04830","BD_RS04830","BD_RS04830",995381,996586,"+",1206,"phosphoglycerate kinase && PF00162:Phosphoglycerate kinase","-",8,-0.576279827246264,2.25750167006286,4.08278884759275,4.25130841607492,3.8503538176229,2.92796364343385,"Bd1050"
"BD_RS04825","BD_RS04825","gap",994370,995377,"+",1008,"type I glyceraldehyde-3-phosphate dehydrogenase && PF00044:Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain|PF02800:Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain","-",8,-1.31361430901809,2.73811938431646,3.8181663665404,4.02917470690842,3.61362157586074,2.75352486942205,"Bd1049"
"BD_RS04820","BD_RS04820","BD_RS04820",993257,994222,"+",966,"beta-sandwich domain-containing protein && PF05433:Glycine zipper 2TM domain","-",8,1.30410401918044,7.2991129200352,5.10793366606299,3.34901436704665,1.25157891321183,0.70147513652592,"Bd1047"
"BD_RS04770","BD_RS04770","secG",982695,983087,"-",393,"preprotein translocase subunit SecG && PF03840:Preprotein translocase SecG subunit","-",8,-0.998638470022011,3.03259632860458,3.91234403717325,3.85951233300868,3.2800846217993,2.38997649202826,"Bd1036"
"BD_RS04600","BD_RS04600","BD_RS04600",944394,945878,"-",1485,"TolC family protein && -","-",8,-0.149238176731022,3.49275838325794,4.36290770733845,4.46831693375133,3.64061183565422,1.58595069018832,"Bd0999"
"BD_RS04595","BD_RS04595","BD_RS04595",943453,944379,"-",927,"hypothetical protein && -","-",8,0.523234878271929,2.91532918078821,4.03305361604666,4.06283459938895,3.32268694128221,1.38147446892404,"Bd0998"
"BD_RS04540","BD_RS04540","fusA",930333,932441,"-",2109,"elongation factor G && PF00679:Elongation factor G C-terminus|PF03144:Elongation factor Tu domain 2|PF03764:Elongation factor G, domain IV|PF00009:Elongation factor Tu GTP binding domain|PF14492:Elongation Factor G, domain II","GTP_EFTU",8,-2.10894422763536,3.09895363511842,4.95478603739359,4.63408122020699,4.16681615168166,3.09059292046477,"Bd0987"
"BD_RS04485","BD_RS04485","BD_RS04485",922427,923266,"+",840,"class I SAM-dependent methyltransferase && -","-",8,-0.242174998644843,3.25963097421579,3.38373628599875,3.46472424107654,3.13373325907562,1.6739780887568,"Bd0975"
"BD_RS04480","BD_RS04480","BD_RS04480",921371,922426,"+",1056,"3-methyl-2-oxobutanoate dehydrogenase && PF02780:Transketolase, C-terminal domain|PF02779:Transketolase, pyrimidine binding domain","-",8,0.0356863030519769,3.1573847197632,3.50663747573284,3.35340317809912,3.20534270428604,1.91261862412778,"Bd0974"
"BD_RS04410","BD_RS04410","BD_RS04410",899133,901475,"+",2343,"Tex family protein && PF09371:Tex-like protein N-terminal domain|PF12836:Helix-hairpin-helix motif|PF00575:S1 RNA binding domain|PF16921:Tex protein YqgF-like domain","S1",8,-0.39345860962933,2.03503708370812,3.98333645543389,4.22931689396775,4.08138617253411,2.74294712879649,"Bd0954"
"BD_RS04405","BD_RS04405","infA",898867,899085,"+",219,"translation initiation factor IF-1 && PF01176:Translation initiation factor 1A / IF-1","-",8,0.115782721104569,3.38446954898974,4.62850477406174,4.70613344728682,4.37394417346331,2.97954108159514,"Bd0953"
"BD_RS04385","BD_RS04385","BD_RS04385",896179,896550,"+",372,"hypothetical protein && -","-",8,0.575679391423685,6.94659307735208,5.10449473320518,3.71342476550828,2.91469512558796,1.63616529787047,"Bd0948"
"BD_RS04380","BD_RS04380","BD_RS04380",895742,896140,"+",399,"hypothetical protein && -","-",8,1.09130869443647,6.64446296969563,4.87317255978573,3.52862811880383,2.63735968475682,1.69116053374109,"Bd0947"
"BD_RS04375","BD_RS04375","BD_RS04375",894600,895724,"+",1125,"THUMP domain-containing protein && PF01170:Putative RNA methylase family UPF0020|PF02926:THUMP domain","-",8,1.06282868537425,6.3986586361256,4.72426627925652,3.50615380350741,2.77225861704697,1.88309667987762,"Bd0946"
"BD_RS04350","BD_RS04350","BD_RS04350",890715,890975,"+",261,"50S ribosomal protein L24 && -","-",8,-0.276644023998305,5.4280484792649,5.48329633358002,5.21528931216202,4.40624718661213,3.12328986429184,"Bd0941"
"BD_RS04345","BD_RS04345","rpmB",890412,890699,"+",288,"50S ribosomal protein L28 && PF00830:Ribosomal L28 family","-",8,-0.390199792656649,5.35187154962371,5.4056197728192,4.97877474016728,4.23250985946143,2.97113601367269,"S04345"
"BD_RS04340","BD_RS04340","rpsR",889949,890218,"-",270,"30S ribosomal protein S18 && PF01084:Ribosomal protein S18","-",8,1.02437645322722,4.90003607601421,5.00134476139318,4.73263119305217,3.9337183209809,2.51802660041226,"Bd0940"
"BD_RS04315","BD_RS04315","BD_RS04315",887990,888181,"-",192,"hypothetical protein && -","-",8,0.474452426424666,2.95052563330487,3.70177953172518,3.8345414696279,2.93195522731234,1.45620221966491,"Bd0936"
"BD_RS04280","BD_RS04280","BD_RS04280",880705,881712,"+",1008,"malate dehydrogenase && PF02866:lactate/malate dehydrogenase, alpha/beta C-terminal domain|PF00056:lactate/malate dehydrogenase, NAD binding domain","-",8,-0.95155778431348,2.48083238699905,3.3223294190224,3.77132036766653,3.7839798765371,3.01552997890708,"Bd0928"
"BD_RS04270","BD_RS04270","BD_RS04270",877900,879117,"-",1218,"class I SAM-dependent rRNA methyltransferase && PF10672:S-adenosylmethionine-dependent methyltransferase","-",8,0.180550258395696,5.60623596209115,4.69735775561317,3.39103095493041,2.20128346471408,1.2884474720051,"Bd0926"
"BD_RS04000","BD_RS04000","BD_RS04000",819230,819305,"+",76,"tRNA-Ala && -","-",8,0.107354997907413,2.92486999263948,3.84343552914807,3.57787807162281,3.02852102114378,1.80939834037683,"a_0009"
"BD_RS03735","BD_RS03735","BD_RS03735",766293,767603,"-",1311,"D-alanyl-D-alanine carboxypeptidase && PF02113:D-Ala-D-Ala carboxypeptidase 3 (S13) family","-",8,0.623176340005535,6.62701320143019,4.44511306949538,3.13715236516556,1.4240033949691,0.302686019624147,"Bd0816"
"BD_RS03630","BD_RS03630","eno",745744,747012,"+",1269,"phosphopyruvate hydratase && PF03952:Enolase, N-terminal domain|PF00113:Enolase, C-terminal TIM barrel domain","-",8,-0.716126591339332,1.86731099249803,4.22807328849708,4.31507344762553,3.78334870057072,2.20519949085572,"Bd0796"
"BD_RS03625","BD_RS03625","BD_RS03625",744726,745751,"+",1026,"hypothetical protein && -","-",8,-0.370602604296364,2.3328479896882,4.38351253446061,4.60176135643171,4.12454059435911,2.23249385881973,"Bd0794"
"BD_RS03565","BD_RS03565","BD_RS03565",734959,736590,"-",1632,"2-oxo acid dehydrogenase subunit E2 && PF02817:e3 binding domain|PF00364:Biotin-requiring enzyme|PF00198:2-oxoacid dehydrogenases acyltransferase (catalytic domain)","Biotin_lipoyl",8,-0.383155904411163,3.13348763951521,4.13802489949089,3.83346871086091,3.56366960804835,2.14367128647732,"Bd0779"
"BD_RS03560","BD_RS03560","lpdA",733471,734892,"-",1422,"dihydrolipoyl dehydrogenase && PF02852:Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain|PF07992:Pyridine nucleotide-disulphide oxidoreductase","Pyr_redox_2",8,-0.632316153734704,3.41599881835989,4.80444884987264,4.57488208472355,4.1915827906981,2.67620360403087,"Bd0778"
"BD_RS03550","BD_RS03550","BD_RS03550",731886,732524,"-",639,"hypothetical protein && -","-",8,0.699558959662087,3.42457643168128,3.73563614907486,3.61025395576225,3.05944089393962,1.57546650033503,"Bd0776"
"BD_RS03545","BD_RS03545","BD_RS03545",731366,731791,"-",426,"DUF3011 domain-containing protein && PF11218:Protein of unknown function (DUF3011)","-",8,1.06030628586498,5.75182778862404,4.45230453108589,3.85528877182508,2.50772306409576,1.58911209298545,"Bd0774"
"BD_RS03445","BD_RS03445","BD_RS03445",712175,713203,"-",1029,"hypothetical protein && -","-",8,0.179477898079711,5.72982444491275,4.84445100335561,3.10145040784755,2.55685836004066,1.73837000069928,"Bd0751"
"BD_RS03365","BD_RS03365","rlmN",693899,695098,"+",1200,"23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN && PF04055:Radical SAM superfamily|PF13394:4Fe-4S single cluster domain","Radical_SAM",8,0.451887340132642,5.64357402560114,4.36537316987548,3.25953122820062,2.52555130252466,1.0377188814268,"Bd0733"
"BD_RS03260","BD_RS03260","BD_RS03260",669564,669848,"+",285,"hypothetical protein && -","-",8,0.771434820699506,6.53692247502865,5.8585484026954,4.48319149758179,3.29559021116897,1.59359761292305,"Bd0710"
"BD_RS03200","BD_RS03200","BD_RS03200",649663,649986,"-",324,"DUF4286 family protein && PF14114:Domain of unknown function (DUF4286)","-",8,-0.0231219967777221,3.97258905404473,3.74196541872457,3.10205721714768,2.3525260079273,0.810647820629874,"Bd0698"
"BD_RS03140","BD_RS03140","BD_RS03140",634929,635354,"+",426,"DUF4423 domain-containing protein && PF14394:Domain of unknown function (DUF4423)","-",8,-1.09220869697319,3.06029235391623,4.57101017291432,4.57693759245815,3.7527687898703,1.90980139882143,"Bd0687"
"BD_RS03125","BD_RS03125","gcvH",632725,633114,"-",390,"glycine cleavage system protein GcvH && PF01597:Glycine cleavage H-protein","-",8,-0.812078512711557,2.93010403256563,4.10040373288032,4.66614670444945,4.50576788388648,2.42622546223624,"Bd0683"
"BD_RS02265","BD_RS02265","rpsI",460698,461096,"+",399,"30S ribosomal protein S9 && PF00380:Ribosomal protein S9/S16","-",8,-0.533500228597716,5.1167868031889,5.21218070607789,4.90568103812564,4.3190819683238,2.89538832678235,"Bd0493"
"BD_RS02260","BD_RS02260","rplM",460244,460684,"+",441,"50S ribosomal protein L13 && PF00572:Ribosomal protein L13","-",8,-1.01955747601467,5.1577714579001,5.25283833041576,4.81154521625855,4.28141804347685,3.11916657126759,"Bd0492"
"BD_RS02240","BD_RS02240","BD_RS02240",456788,457042,"-",255,"hypothetical protein && -","-",8,0.589000424936288,6.69413238308123,6.2395987313217,4.52681198181576,2.38684821960546,1.73121149690698,"Bd0487"
"BD_RS02075","BD_RS02075","BD_RS02075",424920,425903,"+",984,"isopenicillin N synthase family oxygenase && PF14226:non-haem dioxygenase in morphine synthesis N-terminal|PF03171:2OG-Fe(II) oxygenase superfamily","2OG-FeII_Oxy",8,0.455031877940627,5.75707531827635,5.15706013357419,4.00847081015962,3.16661225239939,1.94196692045967,"Bd0452"
"BD_RS02065","BD_RS02065","BD_RS02065",423626,424021,"-",396,"hypothetical protein && -","-",8,0.0589321620953645,2.30027184976641,4.72998662240205,5.46282142019581,4.65305045224322,1.7001225303157,"Bd0450"
"BD_RS02040","BD_RS02040","BD_RS02040",417593,418573,"-",981,"BMP family ABC transporter substrate-binding protein && PF02608:Basic membrane protein","-",8,0.587580667791144,4.12694239208926,3.71377612675551,3.38318366544789,3.30337997133225,1.38929865904162,"Bd0445"
"BD_RS02035","BD_RS02035","BD_RS02035",416108,417592,"-",1485,"ABC transporter ATP-binding protein && PF00005:ABC transporter","ABC_tran",8,0.476614158421527,4.03701847362418,3.62100670789949,3.56879014175209,3.66909949237744,1.67876155652557,"Bd0444"
"BD_RS02020","BD_RS02020","BD_RS02020",413125,414195,"-",1071,"hypothetical protein && -","-",8,0.49814600141915,3.81998175261731,3.51432219863093,3.39379328100886,3.23418396244175,1.6088476476119,"Bd0441"
"BD_RS01940","BD_RS01940","BD_RS01940",397796,398476,"-",681,"MotA/TolQ/ExbB proton channel family protein && PF01618:MotA/TolQ/ExbB proton channel family","-",8,0.682859126880865,7.20528880545323,5.23106255746653,3.34623417559056,1.35042143762535,0.339715477866646,"Bd0420"
"BD_RS01935","BD_RS01935","BD_RS01935",397350,397799,"-",450,"biopolymer transporter ExbD && PF02472:Biopolymer transport protein ExbD/TolR","-",8,0.589448899313463,7.87311972563368,5.91828970261268,3.86308787499498,1.88966313278093,0.922060375830919,"Bd0419"
"BD_RS01930","BD_RS01930","BD_RS01930",396847,397344,"-",498,"biopolymer transporter ExbD && PF02472:Biopolymer transport protein ExbD/TolR","-",8,0.910414752932138,7.50702949016528,5.59576190653041,3.46785612608383,1.55767853349504,1.15714218372934,"Bd0418"
"BD_RS01925","BD_RS01925","BD_RS01925",393887,396850,"-",2964,"tetratricopeptide repeat protein && -","-",8,0.742650882401538,6.84334072035941,4.98999615180474,3.01882791737364,1.02385403597275,0.32101845287023,"Bd0417"
"BD_RS01910","BD_RS01910","BD_RS01910",391290,392360,"-",1071,"hypothetical protein && -","-",8,0.728941851620663,7.40975321452826,5.47011029443827,3.46611561271865,1.27656438500515,0.760866959346341,"Bd0415"
"BD_RS01905","BD_RS01905","BD_RS01905",390547,391287,"-",741,"outer membrane beta-barrel domain-containing protein && PF13505:Outer membrane protein beta-barrel domain","-",8,0.468160491093139,7.85471688742895,5.95912896527696,3.97679090026126,1.88983130462348,0.925725235988198,"Bd0414"
"BD_RS01900","BD_RS01900","BD_RS01900",389483,390550,"-",1068,"hypothetical protein && -","-",8,0.752641243276026,7.37697850720745,5.45383781877944,3.55042644658071,1.3912486764011,0.916360482926195,"Bd0413"
"BD_RS01895","BD_RS01895","BD_RS01895",388215,389486,"-",1272,"hypothetical protein && -","-",8,0.455624302809472,7.95060519830766,6.14130482478609,4.15809375493811,2.0343646895844,1.29890794864289,"Bd0412"
